Station_Location,Site,Years,Num_Samples,Min,Max,Avg,P10,P20,P30,P40,P50,P60,P70,P80,P90,Avg_Confidence,Page_Num,Aggregate_Type,Resolved_Name,Station_Order,Match_Score,Match_Type,Is_Year_Aggregate,Is_Site_Aggregate
WELL ITAMSPORT PA,,56,40.0,74.0,515.0,213.0,123.0,152.0,165.0,179.0,194.0,215.0,247.0,285.0,313.0,93.1,3,,Williamsport,50.0,87.5,high_confidence,False,False
WELL ITAMSPORT PA,1,56,46.0,74.0,515.0,209.0,123.0,148.0,162.0,175.0,194.0,216.0,236.0,278.0,306.0,94.3,3,,Williamsport,50.0,87.5,high_confidence,False,False
ALLENTOWN PA,1,57,20.0,41.0,214.0,111.0,55.0,71.0,83.0,105.0,111.0,117.0,123.0,145.0,171.0,93.8,3,,Allentown,51.0,100.0,exact,False,False
JOHNSTOWN PA,1,57,,33.0,268.0,165.0,34.0,97.0,105.0,130.0,145.0,219.0,236.0,250.0,264.0,95.1,3,,Johnstown,52.0,100.0,exact,False,False
LANCASTER PA,1,57,11.0,65.0,199.0,113.0,65.0,76.0,83.0,89.0,105.0,130.0,138.0,145.0,171.0,89.6,3,,Lancaster,53.0,100.0,exact,False,False
SCRANTON P-A,1,57,26.0,62.0,466.0,176.0,76.0,89.0,101.0,114.0,134.0,186.0,219.0,264.0,303.0,90.6,3,,Scranton,54.0,95.7,high_confidence,False,False
WASHINGTON OC,1,53,10.0,93.0,276.0,162.0,105.0,114.0,123.0,130.0,138.0,145.0,171.0,236.0,257.0,91.8,3,,Washington,61.0,93.3,high_confidence,False,False
WASHINGTON OC,1,54,34.0,66.0,186.0,119.0,83.0,96.0,103.0,111.0,117.0,123.0,134.0,142.0,165.0,94.8,3,,Washington,61.0,93.3,high_confidence,False,False
WASHINGTON OC,1,53 54,44.0,66.0,276.0,129.0,89.0,99.0,107.0,115.0,121.0,129.0,139.0,150.0,186.0,94.8,3,,Washington,61.0,93.3,high_confidence,True,False
WASHINGTON OC,,55,47.0,70.0,263.0,161.0,114.0,129.0,138.0,147.0,159.0,169.0,181.0,194.0,210.0,93.6,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,56,23.0,84.0,459.0,192.0,123.0,136.0,145.0,158.0,177.0,189.0,201.0,224.0,303.0,92.6,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,55 56,70.0,70.0,459.0,171.0,117.0,131.0,140.0,150.0,162.0,175.0,187.0,199.0,231.0,92.5,3,,Washington,61.0,88.9,high_confidence,True,False
WASHINGTON OC,3,,14.0,67.0,198.0,104.0,69.0,76.0,91.0,96.0,98.0,100.0,105.0,114.0,145.0,93.7,3,,Washington,63.0,93.3,high_confidence,False,False
WASHINGTON OC,3,57,26.0,41.0,258.0,94.0,55.0,62.0,76.0,81.0,89.0,99.0,105.0,119.0,130.0,90.8,3,,Washington,63.0,93.3,high_confidence,False,False
WASHINGTON OC,,56 57,40.0,41.0,258.0,97.0,58.0,69.0,719.0,,94.0,100.0,105.0,117.0,134.0,91.1,3,,Washington,61.0,88.9,high_confidence,True,False
WASHINGTON OC,,53,10.0,93.0,276.0,162.0,105.0,114.0,123.0,130.0,138.0,145.0,171.0,236.0,257.0,94.2,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,54,34.0,66.0,186.0,119.0,83.0,96.0,103.0,111.0,117.0,123.0,134.0,142.0,165.0,93.0,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,55,47.0,70.0,263.0,161.0,114.0,129.0,138.0,147.0,159.0,169.0,181.0,194.0,210.0,93.8,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,56,3.7,67.0,459.0,159.0,89.0,96.0,105.0,127.0,141.0,158.0,181.0,201.0,236.0,91.8,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,57,26.0,41.0,258.0,94.0,55.0,62.0,76.0,,89.0,99.0,105.0,119.0,130.0,95.4,3,,Washington,61.0,88.9,high_confidence,False,False
WASHINGTON OC,,53 57,154.0,41.0,459.0,140.0,76.0,95.0,1906.0,,131.0,142.0,159.0,180.0,210.0,92.3,3,,Washington,61.0,88.9,high_confidence,True,False
LOUISVILLE KY,1,54,22.0,72.0,384.0,192.0,105.0,123.0,145.0,171.0,180.0,1688.0,,278.0,311.0,92.8,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,55,29.0,82.0,353.0,192.0,111.0,130.0,149.0,162.0,177.0,189.0,2153.0,,303.0,89.1,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,56,22.0,81.0,219.0,129.0,92.0,99.0,109.0,116.0,123.0,132.0,141.0,158.0,171.0,91.1,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,57,1.0,130.0,130.0,130.0,,,,,145.0,145.0,145.0,145.0,145.0,94.4,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,1,54 57,74.0,72.0,384.0,172.0,98.0,114.0,127.0,141.0,156.0,171.0,189.0,215.0,288.0,93.4,3,,Louisville,64.0,100.0,exact,True,False
LOUISVILLE KY,2,54,13.0,65.0,260.0,138.0,65.0,94.0,100.0,105.0,130.0,138.0,145.0,186.0,236.0,94.5,3,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,55,16.0,59.0,234.0,150.0,65.0,105.0,123.0,134.0,154.0,171.0,181.0,201.0,213.0,93.7,3,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,56,5.0,48.0,159.0,114.0,55.0,55.0,114.0,114.0,123.0,123.0,145.0,145.0,171.0,94.6,3,,Louisville,65.0,100.0,exact,False,False
LOUISVILLE KY,2,54 56,34.0,48.0,260.0,140.0,62.0,97.0,109.0,123.0,134.0,145.0,171.0,189.0,219.0,92.9,3,,Louisville,65.0,100.0,exact,True,False
LOUISVILLE KY,3,54,5.0,78.0,124.0,103.0,89.0,89.0,97.0,97.0,105.0,105.0,123.0,123.0,145.0,94.5,3,,Louisville,66.0,100.0,exact,False,False
LOUISVILLE KY,4,57,16.0,115.0,358.0,209.0,145.0,154.0,171.0,181.0,201.0,224.0,236.0,264.0,278.0,95.5,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,54,40.0,65.0,384.0,163.0,89.0,100.0,114.0,129.0,142.0,174.0,188.0,201.0,278.0,95.1,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,55,45.0,59.0,353.0,177.0,105.0,119.0,141.0,154.0,168.0,182.0,201.0,224.0,278.0,93.9,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,56,27.0,,,,92.0,99.0,108.0,115.0,,130.0,141.0,,166.0,90.9,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,57,17.0,115.0,358.0,205.0,134.0,145.0,162.0,181.0,201.0,213.0,236.0,264.0,278.0,92.6,3,,Louisville,64.0,100.0,exact,False,False
LOUISVILLE KY,,54 57,129.0,48.0,384.0,166.0,94.0,109.0,123.0,137.0,153.0,170.0,188.0,213.0,262.0,91.4,3,,Louisville,64.0,100.0,exact,True,False
BALTIMORE MO,1,56,28.0,104.0,729.0,247.0,123.0,145.0,162.0,183.0,201.0,227.0,290.0,315.0,430.0,92.6,3,,Baltimore,67.0,91.7,high_confidence,False,False
BALTIMORE MO,1,57,26.0,,301.0,150.0,97.0,105.0,116.0,123.0,134.0,145.0,162.0,201.0,250.0,94.7,3,,Baltimore,67.0,91.7,high_confidence,False,False
BALTIMORE MO,1,56 57,54.0,77.0,729.0,200.0,100.0,117.0,130.0,145.0,167.0,188.0,222.0,268.0,327.0,93.8,3,,Baltimore,67.0,91.7,high_confidence,True,False
CHARLOTTE NC,1,,25.0,45.0,322.0,125.0,65.0,76.0,94.0,105.0,123.0,130.0,141.0,154.0,201.0,92.0,3,,Charlotte,69.0,96.0,high_confidence,False,False
WENSTON SALEM NC,1,57,26.0,28.0,228.0,97.0,57.0,61.0,71.0,80.0,92.0,100.0,105.0,123.0,145.0,89.8,3,,Winston-Salem,72.0,90.9,high_confidence,False,False
SAN JUAN PUERTO RICO,1,57,21.0,45.0,132.0,73.0,49.0,52.0,55.0,62.0,69.0,74.0,79.0,86.0,105.0,91.2,3,,San Juan,73.0,75.0,low_confidence,False,False
NORFOLK VA,1,57,25.0,60.0,168.0,111.0,83.0,89.0,101.0,107.0,112.0,116.0,,130.0,154.0,92.9,3,,Norfolk,74.0,100.0,exact,False,False
RICHMOND VA,1,57,26.0,50.0,232.0,,60.0,67.0,74.0,89.0,96.0,103.0,111.0,130.0,145.0,90.4,3,,Richmond,75.0,100.0,exact,False,False
CHARLESTON W VA,1,53,6.0,101.0,764.0,296.0,105.0,105.0,111.0,111.0,117.0,123.0,123.0,627.0,627.0,91.9,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,1,54,,63.0,561.0,274.0,83.0,,152.0,172.0,236.0,315.0,385.0,453.0,533.0,89.2,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,1,53 54,6.0,63.0,764.0,277.0,89.0,108.0,120.0,158.0,224.0,315.0,385.0,480.0,,94.6,3,,Charleston,77.0,100.0,exact,True,False
CHARLESTON W VA,2,54,9.0,58.0,,238.0,65.0,83.0,89.0,123.0,145.0,145.0,,327.0,533.0,94.6,3,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,55,32.0,67.0,793.0,292.0,73.0,89.0,134.0,172.0,294.0,337.0,366.0,430.0,530.0,92.0,3,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,56,23.0,60.0,696.0,255.0,76.0,101.0,123.0,154.0,201.0,303.0,346.0,385.0,493.0,94.2,3,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,57,23.0,44.0,655.0,207.0,58.0,76.0,85.0,97.0,123.0,186.0,278.0,385.0,493.0,93.9,3,,Charleston,78.0,100.0,exact,False,False
CHARLESTON W VA,2,54 57,87.0,44.0,793.0,254.0,71.0,85.0,105.0,136.0,191.0,296.0,350.0,414.0,506.0,93.1,3,,Charleston,78.0,100.0,exact,True,False
CHARLESTON W VA,,53,6.0,,,,105.0,105.0,,111.0,117.0,123.0,123.0,627.0,627.0,91.0,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,,54,39.0,58.0,577.0,265.0,79.0,105.0,,165.0,236.0,303.0,356.0,453.0,,92.0,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,,55,32.0,67.0,793.0,292.0,73.0,89.0,134.0,171.0,294.0,337.0,366.0,430.0,5380.0,91.3,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,,56,23.0,60.0,696.0,255.0,76.0,101.0,123.0,154.0,201.0,303.0,346.0,385.0,493.0,94.9,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,,57,23.0,44.0,655.0,207.0,,76.0,85.0,,123.0,186.0,278.0,385.0,493.0,93.9,3,,Charleston,77.0,100.0,exact,False,False
CHARLESTON W VA,,53 57,123.0,44.0,793.0,261.0,73.0,93.0,113.0,142.0,210.0,303.0,356.0,426.0,,94.5,3,,Charleston,77.0,100.0,exact,True,False
WHEELING W VA,1,56,,96.0,419.0,180.0,94.0,100.0,105.0,123.0,145.0,158.0,171.0,236.0,385.0,93.1,3,,Wheeling,79.0,100.0,exact,False,False
WHEELING W VA,1,57,25.0,137.0,344.0,201.0,148.0,154.0,162.0,168.0,191.0,207.0,224.0,236.0,303.0,94.2,3,,Wheeling,79.0,100.0,exact,False,False
WHEELING W VA,1,56 57,36.0,96.0,419.0,195.0,123.0,140.0,152.0,159.0,169.0,201.0,216.0,236.0,303.0,94.7,3,,Wheeling,79.0,100.0,exact,True,False
BIRMINGHAM ALA,1,57,25.0,50.0,285.0,,65.0,81.0,89.0,100.0,117.0,145.0,161.0,17121.0,,89.5,3,,Birmingham,80.0,100.0,exact,False,False
TAMPA FLA,1,,5.0,69.0,377.0,151.0,76.0,76.0,89.0,89.0,105.0,105.0,145.0,145.0,,92.7,3,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,54,44.0,35.0,153.0,78.0,44.0,52.0,56.0,64.0,72.0,85.0,96.0,103.0,123.0,94.7,3,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,55,44.0,33.0,172.0,101.0,67.0,,83.0,91.0,96.0,101.0,,123.0,152.0,93.9,3,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,56,38.0,31.0,171.0,92.0,58.0,67.0,70.0,74.0,85.0,101.0,113.0,120.0,136.0,91.8,3,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,57,26.0,34.0,168.0,79.0,55.0,62.0,68.0,71.0,76.0,83.0,87.0,97.0,105.0,89.7,3,,Tampa,84.0,100.0,exact,False,False
TAMPA FLA,1,53,157.0,31.0,377.0,91.0,52.0,63.0,70.0,76.0,86.0,94.0,102.0,115.0,137.0,94.2,3,,Tampa,84.0,100.0,exact,False,False
MIAMI FLA,1,,25.0,31.0,106.0,63.0,,,,,,,,,,92.7,4,,Miami,82.0,100.0,exact,False,False
ATLANTA GA,1,,2.0,98.0,126.0,112.0,,,105.0,105.0,105.0,105.0,105.0,145.0,145.0,95.0,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,54,42.0,55.0,261.0,,89.0,100.0,114.0,125.0,135.0,145.0,160.0,183.0,213.0,94.2,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,55,75.0,65.0,421.0,142.0,92.0,98.0,105.0,119.0,132.0,143.0,160.0,179.0,211.0,93.7,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,56,34.0,62.0,319.0,153.0,79.0,89.0,108.0,118.0,130.0,150.0,171.0,213.0,278.0,93.5,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,57,26.0,50.0,228.0,105.0,65.0,80.0,,89.0,97.0,105.0,112.0,125.0,154.0,91.5,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,1,57,179.0,50.0,421.0,138.0,83.0,94.0,103.0,114.0,126.0,140.0,156.0,175.0,214.0,94.6,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,2,54,8.0,31.0,101.0,59.0,32.0,34.0,34.0,40.0,55.0,65.0,76.0,76.0,97.0,92.6,4,,Atlanta,86.0,100.0,exact,False,False
ATLANTA GA,,53,2.0,98.0,126.0,112.0,,,105.0,105.0,105.0,105.0,105.0,145.0,145.0,94.2,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,,54,50.0,31.0,261.0,128.0,55.0,89.0,99.0,,125.0,138.0,152.0,171.0,201.0,91.4,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,,55,75.0,65.0,421.0,142.0,92.0,98.0,105.0,119.0,132.0,143.0,160.0,,211.0,94.4,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,,56,34.0,62.0,319.0,153.0,79.0,89.0,108.0,118.0,130.0,150.0,171.0,213.0,278.0,93.1,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,,57,26.0,,,,65.0,80.0,85.0,89.0,125.0,,112.0,123.0,154.0,87.9,4,,Atlanta,85.0,100.0,exact,False,False
ATLANTA GA,,57,187.0,31.0,421.0,135.0,78.0,91.0,100.0,110.0,,137.0,154.0,173.0,211.0,94.7,4,,Atlanta,85.0,100.0,exact,False,False
COLUMBUS GA,1,57,27.0,37.0,209.0,102.0,55.0,65.0,72.0,89.0,101.0,110.0,123.0,136.0,145.0,93.2,4,,Columbus,87.0,100.0,exact,False,False
JACKSON MISS,1,57,24.0,15.0,198.0,76.0,21.0,49.0,53.0,60.0,65.0,76.0,86.0,105.0,145.0,94.7,4,,Jackson,89.0,100.0,exact,False,False
COLUMBIA SC,1,57,24.0,35.0,209.0,111.0,65.0,84.0,89.0,95.0,99.0,103.0,132.0,141.0,171.0,90.5,4,,Columbia,90.0,95.7,high_confidence,False,False
GREENVILLE SC,1,57,29.0,46.0,285.0,107.0,58.0,65.0,76.0,86.0,94.0,100.0,123.0,145.0,171.0,91.6,4,,Greenville,91.0,96.3,high_confidence,False,False
CHATTANOOGA TENN,1,54,10.0,,283.0,180.0,55.0,89.0,123.0,145.0,201.0,236.0,250.0,264.0,278.0,94.0,4,,Chattanooga,92.0,100.0,exact,False,False
CHATTANOOGA TENN,1,55,10.0,115.0,350.0,227.0,114.0,123.0,145.0,171.0,236.0,257.0,278.0,327.0,356.0,95.2,4,,Chattanooga,92.0,100.0,exact,False,False
CHATTANOOGA TENN,1,54 55,20.0,52.0,350.0,203.0,89.0,117.0,134.0,1721.0,,244.0,261.0,278.0,327.0,92.6,4,,Chattanooga,92.0,100.0,exact,True,False
CHATTANOOGA TENN,2,54,32.0,25.0,336.0,107.0,32.0,40.0,55.0,72.0,100.0,123.0,136.0,162.0,191.0,94.5,4,,Chattanooga,93.0,100.0,exact,False,False
CHATTANOOGA TENN,2,55,10.0,35.0,214.0,89.0,40.0,47.0,65.0,71.0,76.0,83.0,89.0,105.0,145.0,94.7,4,,Chattanooga,93.0,100.0,exact,False,False
CHATTANOOGA TENN,2,55,42.0,25.0,336.0,102.0,33.0,42.0,60.0,72.0,89.0,105.0,130.0,154.0,191.0,94.5,4,,Chattanooga,93.0,100.0,exact,False,False
CHATTANOOGA TENN,3,55,30.0,33.0,237.0,118.0,58.0,67.0,72.0,93.0,105.0,119.0,145.0,183.0,,93.3,4,,Chattanooga,94.0,100.0,exact,False,False
CHATTANOOGA TENN,3,56,24.0,71.0,264.0,151.0,80.0,105.0,117.0,134.0,145.0,155.0,171.0,191.0,250.0,91.0,4,,Chattanooga,94.0,100.0,exact,False,False
CHATTANOOGA TENN,3,57,13.0,64.0,565.0,175.0,65.0,83.0,89.0,94.0,105.0,158.0,171.0,236.0,327.0,94.6,4,,Chattanooga,94.0,100.0,exact,False,False
CHATTANOOGA TENN,3,55 57,67.0,33.0,565.0,141.0,66.0,75.0,91.0,105.0,123.0,145.0,168.0,194.0,236.0,93.8,4,,Chattanooga,94.0,100.0,exact,True,False
CHATTANOOGA TENN,4,55,35.0,91.0,535.0,230.0,129.0,145.0,166.0,181.0,201.0,227.0,286.0,311.0,408.0,93.9,4,,Chattanooga,95.0,100.0,exact,False,False
CHATTANOOGA TENN,4,56,24.0,92.0,644.0,,145.0,1861.0,,222.0,236.0,253.0,278.0,303.0,385.0,91.6,4,,Chattanooga,95.0,100.0,exact,False,False
CHATTANOOGA TENN,4,57,18.0,120.0,385.0,219.0,145.0,158.0,165.0,179.0,194.0,219.0,278.0,294.0,327.0,95.3,4,,Chattanooga,95.0,100.0,exact,False,False
CHATTANOOGA TENN,4,57,77.0,91.0,644.0,235.0,134.0,154.0,173.0,192.0,214.0,236.0,278.0,308.0,356.0,92.9,4,,Chattanooga,95.0,100.0,exact,False,False
CHATTANOOGA TENN,,54,42.0,25.0,336.0,124.0,33.0,47.0,69.0,94.0,117.0,134.0,154.0,194.0,250.0,95.1,4,,Chattanooga,92.0,100.0,exact,False,False
CHATTANOOGA TENN,,55,85.0,33.0,535.0,174.0,66.0,83.0,110.0,129.0,156.0,182.0,210.0,253.0,320.0,94.3,4,,Chattanooga,92.0,100.0,exact,False,False
CHATTANOOGA TENN,,56,48.0,71.0,644.0,203.0,97.0,127.0,145.0,164.0,186.0,2135.0,,262.0,303.0,90.9,4,,Chattanooga,92.0,100.0,exact,False,False
CHATTANOOGA TENN,,57,31.0,64.0,565.0,200.0,83.0,100.0,145.0,158.0,179.0,201.0,236.0,290.0,327.0,90.7,4,,Chattanooga,92.0,100.0,exact,False,False
CHATTANOOGA TENN,,54 57,206.0,25.0,644.0,174.0,65.0,87.0,112.0,135.0,159.0,183.0,210.0,252.0,306.0,94.1,4,,Chattanooga,92.0,100.0,exact,True,False
KNOXVILLE TENN,1,57,26.0,68.0,245.0,136.0,80.0,89.0,108.0,114.0,123.0,140.0,152.0,171.0,219.0,92.9,4,,Knoxville,96.0,100.0,exact,False,False
NASHVILLE TENN,1,57,26.0,71.0,317.0,135.0,83.0,92.0,99.0,111.0,127.0,141.0,155.0,166.0,191.0,92.8,4,,Nashville,98.0,100.0,exact,False,False
CHICAGO PLL,1,54,31.0,44.0,678.0,250.0,94.0,111.0,134.0,171.0,219.0,257.0,294.0,346.0,564.0,92.3,4,,Chicago,99.0,95.5,high_confidence,False,False
CHICAGO PLL,1,55,61.0,31.0,594.0,241.0,94.0,129.0,156.0,186.0,226.0,270.0,303.0,342.0,419.0,94.2,4,,Chicago,99.0,95.5,high_confidence,False,False
CHICAGO PLL,1,56,11.0,146.0,626.0,321.0,158.0,171.0,201.0,257.0,303.0,327.0,419.0,453.0,533.0,90.4,4,,Chicago,99.0,95.5,high_confidence,False,False
CHICAGO PLL,1,54 56,103.0,31.0,678.0,252.0,95.0,130.0,159.0,190.0,232.0,270.0,304.0,352.0,445.0,94.7,4,,Chicago,99.0,95.5,high_confidence,True,False
CHICAGO PLL,2,54,33.0,104.0,,322.0,145.0,194.0,224.0,250.0,278.0,344.0,368.0,408.0,564.0,95.1,4,,Chicago,100.0,95.5,high_confidence,False,False
CHICAGO PLL,2,55,49.0,106.0,641.0,312.0,171.0,236.0,252.0,268.0,289.0,311.0,346.0,402.0,,94.8,4,,Chicago,100.0,95.5,high_confidence,False,False
CHICAGO PLL,2,56,14.0,200.0,508.0,323.0,201.0,236.0,250.0,278.0,294.0,311.0,356.0,385.0,493.0,95.1,4,,Chicago,100.0,95.5,high_confidence,False,False
CHICAGO PLL,2,54 56,96.0,104.0,865.0,317.0,175.0,211.0,246.0,263.0,286.0,323.0,358.0,411.0,493.0,93.2,4,,Chicago,100.0,95.5,high_confidence,True,False
CHICAGO PLL,3,54,38.0,15.0,317.0,119.0,49.0,58.0,71.0,84.0,97.0,134.0,158.0,,213.0,92.3,4,,Chicago,101.0,95.5,high_confidence,False,False
CHICAGO PLL,4,54,7.0,30.0,263.0,204.0,34.0,34.0,186.0,201.0,236.0,236.0,250.0,264.0,264.0,92.9,4,,Chicago,102.0,95.5,high_confidence,False,False
CHICAGO PLL,4,55,94.0,14.0,539.0,183.0,67.0,99.0,129.0,150.0,173.0,194.0,228.0,261.0,309.0,92.3,4,,Chicago,102.0,95.5,high_confidence,False,False
CHICAGO PLL,4,56,9.0,35.0,512.0,200.0,40.0,44.0,47.0,105.0,219.0,219.0,236.0,278.0,453.0,95.4,4,,Chicago,102.0,95.5,high_confidence,False,False
CHICAGO PLL,4,54 56,110.0,14.0,539.0,186.0,62.0,94.0,129.0,153.0,179.0,201.0,233.0,262.0,,90.8,4,,Chicago,102.0,95.5,high_confidence,True,False
CHICAGO PLL,5,57,8.0,109.0,418.0,194.0,114.0,123.0,123.0,145.0,158.0,171.0,236.0,236.0,278.0,93.9,4,,Chicago,103.0,95.5,high_confidence,False,False
CHICAGO PLL,,54,109.0,15.0,,223.0,62.0,93.0,127.0,162.0,191.0,224.0,260.0,327.0,408.0,90.3,4,,Chicago,99.0,90.9,high_confidence,False,False
CHICAGO PLL,,55,204.0,14.0,641.0,231.0,89.0,129.0,155.0,185.0,219.0,251.0,282.0,318.0,399.0,94.9,4,,Chicago,99.0,90.9,high_confidence,False,False
CHICAGO PLL,,56,34.0,35.0,626.0,290.0,47.0,186.0,219.0,250.0,271.0,298.0,356.0,419.0,493.0,95.2,4,,Chicago,99.0,90.9,high_confidence,False,False
CHICAGO PLL,,57,355.0,109.0,418.0,194.0,114.0,123.0,123.0,145.0,158.0,171.0,236.0,236.0,278.0,94.6,4,,Chicago,99.0,90.9,high_confidence,False,False
CHICAGO PLL,,54 57,,14.0,865.0,234.0,78.0,116.0,152.0,181.0,215.0,249.0,279.0,326.0,419.0,94.1,4,,Chicago,99.0,90.9,high_confidence,True,False
EAST ST LOUIS PLL,1,55,19.0,80.0,357.0,226.0,145.0,177.0,189.0,201.0,215.0,222.0,236.0,,346.0,91.2,4,,East St. Louis,104.0,98.8,high_confidence,False,False
EAST ST LOUIS PLL,1,56,31.0,167.0,608.0,291.0,191.0,210.0,223.0,236.0,264.0,288.0,317.0,366.0,430.0,94.8,4,,East St. Louis,104.0,98.8,high_confidence,False,False
EAST ST LOUIS PLL,1,55 56,50.0,80.0,608.0,266.0,175.0,194.0,209.0,223.0,236.0,271.0,303.0,337.0,,94.1,4,,East St. Louis,104.0,98.8,high_confidence,True,False
EAST ST LOUIS PLL,2,55,18.0,32.0,280.0,129.0,76.0,85.0,89.0,100.0,123.0,138.0,158.0,,191.0,93.9,4,,East St. Louis,105.0,98.8,high_confidence,False,False
EAST ST LOUIS PLL,2,56,33.0,68.0,311.0,147.0,76.0,99.0,108.0,115.0,134.0,154.0,167.0,186.0,236.0,94.3,4,,East St. Louis,105.0,98.8,high_confidence,False,False
EAST ST LOUIS PLL,2,55 56,,32.0,311.0,141.0,76.0,91.0,101.0,112.0,127.0,148.0,165.0,184.0,219.0,92.6,4,,East St. Louis,105.0,98.8,high_confidence,True,False
EAST ST LOUIS PLL,,55,37.0,32.0,357.0,179.0,83.0,94.0,129.0,154.0,179.0,190.0,208.0,236.0,315.0,92.8,4,,East St. Louis,104.0,94.1,high_confidence,False,False
EAST ST LOUIS PLL,,56,64.0,68.0,608.0,217.0,95.0,115.0,149.0,175.0,201.0,222.0,254.0,292.0,366.0,95.0,4,,East St. Louis,104.0,94.1,high_confidence,False,False
EAST ST LOUIS PLL,,56,101.0,32.0,608.0,203.0,89.0,110.0,138.0,166.0,189.0,210.0,234.0,287.0,337.0,94.8,4,,East St. Louis,104.0,94.1,high_confidence,False,False
SPRINGFIELD PEL,1,57,20.0,42.0,210.0,94.0,47.0,62.0,71.0,79.0,86.0,94.0,105.0,123.0,145.0,90.5,4,,Springfield,106.0,86.7,high_confidence,False,False
EAST CHICAGO INO,1,,20.0,121.0,852.0,334.0,154.0,171.0,213.0,236.0,327.0,350.0,373.0,453.0,,89.3,5,,East Chicago,107.0,98.4,high_confidence,False,False
EAST CHICAGO INO,1,,20.0,140.0,720.0,354.0,201.0,247.0,268.0,278.0,385.0,402.0,436.0,455.0,,90.2,5,,East Chicago,107.0,98.4,high_confidence,False,False
EAST CHICAGO INO,1,,,66.0,978.0,306.0,123.0,145.0,236.0,250.0,264.0,278.0,311.0,385.0,493.0,93.1,5,,East Chicago,107.0,98.4,high_confidence,False,False
EAST CHICAGO INO,1,55 57,,66.0,978.0,329.0,145.0,201.0,240.0,259.0,288.0,335.0,385.0,442.0,,93.2,5,,East Chicago,107.0,98.4,high_confidence,True,False
EAST CHICAGO INO,2,55,22.0,69.0,677.0,282.0,145.0,155.0,171.0,247.0,268.0,294.0,327.0,385.0,453.0,93.3,5,,East Chicago,108.0,98.4,high_confidence,False,False
EAST CHICAGO INO,2,56,,122.0,564.0,269.0,134.0,145.0,171.0,201.0,236.0,278.0,327.0,3865.0,,88.3,5,,East Chicago,108.0,98.4,high_confidence,False,False
EAST CHICAGO INO,2,57,22.0,74.0,545.0,224.0,105.0,,171.0,186.0,201.0,224.0,257.0,303.0,327.0,93.1,5,,East Chicago,108.0,98.4,high_confidence,False,False
EAST CHICAGO INO,2,55 57,,69.0,677.0,257.0,130.0,154.0,169.0,201.0,236.0,266.0,300.0,339.0,430.0,92.9,5,,East Chicago,108.0,98.4,high_confidence,True,False
EAST CHICAGO INO,3,55,20.0,91.0,350.0,197.0,100.0,129.0,140.0,171.0,201.0,219.0,236.0,257.0,278.0,93.8,5,,East Chicago,109.0,98.4,high_confidence,False,False
EAST CHICAGO INO,3,56,19.0,,,,97.0,179.0,194.0,236.0,294.0,311.0,342.0,371.0,,91.9,5,,East Chicago,109.0,98.4,high_confidence,False,False
